naics_code,naics_desc,naics_level
332322,Sheet metal work manufacturing,national_industry
332323,Ornamental and architectural metal work manufacturing,national_industry
3324,"Boiler, tank, and shipping container manufacturing",industry_group
33241,Power boiler and heat exchanger manufacturing,naics_industry
332410,Power boiler and heat exchanger manufacturing,national_industry
33242,Metal tank (heavy gauge) manufacturing,naics_industry
332420,Metal tank (heavy gauge) manufacturing,national_industry
33243,"Metal can, box, and other metal container (light gauge) manufacturing",naics_industry
332431,Metal can manufacturing,national_industry
332439,Other metal container manufacturing,national_industry
3325,Hardware manufacturing,industry_group
33251,Hardware manufacturing,naics_industry
332510,Hardware manufacturing,national_industry
3326,Spring and wire product manufacturing,industry_group
33261,Spring and wire product manufacturing,naics_industry
332613,Spring manufacturing,national_industry
332618,Other fabricated wire product manufacturing,national_industry
3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",industry_group
33271,Machine shops,naics_industry
332710,Machine shops,national_industry
33272,"Turned product and screw, nut, and bolt manufacturing",naics_industry
332721,Precision turned product manufacturing,national_industry
332722,"Bolt, nut, screw, rivet, and washer manufacturing",national_industry
3328,"Coating, engraving, heat treating, and allied activities",industry_group
33281,"Coating, engraving, heat treating, and allied activities",naics_industry
332811,Metal heat treating,national_industry
332812,"Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers",national_industry
332813,"Electroplating, plating, polishing, anodizing, and coloring",national_industry
3329,Other fabricated metal product manufacturing,industry_group
33291,Metal valve manufacturing,naics_industry
332911,Industrial valve manufacturing,national_industry
332912,Fluid power valve and hose fitting manufacturing,national_industry
332913,Plumbing fixture fitting and trim manufacturing,national_industry
332919,Other metal valve and pipe fitting manufacturing,national_industry
33299,All other fabricated metal product manufacturing,naics_industry
332991,Ball and roller bearing manufacturing,national_industry
332992,Small arms ammunition manufacturing,national_industry
332993,Ammunition (except small arms) manufacturing,national_industry
332994,"Small arms, ordnance, and ordnance accessories manufacturing",national_industry
332996,Fabricated pipe and pipe fitting manufacturing,national_industry
332999,All other miscellaneous fabricated metal product manufacturing,national_industry
333,Machinery manufacturing,subsector
3331,"Agriculture, construction, and mining machinery manufacturing",industry_group
33311,Agricultural implement manufacturing,naics_industry
333111,Farm machinery and equipment manufacturing,national_industry
333112,Lawn and garden tractor and home lawn and garden equipment manufacturing,national_industry
33312,Construction machinery manufacturing,naics_industry
333120,Construction machinery manufacturing,national_industry
33313,Mining and oil and gas field machinery manufacturing,naics_industry
333131,Mining machinery and equipment manufacturing,national_industry
333132,Oil and gas field machinery and equipment manufacturing,national_industry
3332,Industrial machinery manufacturing,industry_group
33324,Industrial machinery manufacturing,naics_industry
333241,Food product machinery manufacturing,national_industry
333242,Semiconductor machinery manufacturing,national_industry
333243,"Sawmill, woodworking, and paper machinery manufacturing",national_industry
333244,Printing machinery and equipment manufacturing,national_industry
333249,Other industrial machinery manufacturing,national_industry
3333,Commercial and service industry machinery manufacturing,industry_group
33331,Commercial and service industry machinery manufacturing,naics_industry
333314,Optical instrument and lens manufacturing,national_industry
333316,Photographic and photocopying equipment manufacturing,national_industry
333318,Other commercial and service industry machinery manufacturing,national_industry
3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",industry_group
33341,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",naics_industry
333413,Industrial and commercial fan and blower and air purification equipment manufacturing,national_industry
333414,Heating equipment (except warm air furnaces) manufacturing,national_industry
333415,Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,national_industry
3335,Metalworking machinery manufacturing,industry_group
33351,Metalworking machinery manufacturing,naics_industry
333511,Industrial mold manufacturing,national_industry
333514,"Special die and tool, die set, jig, and fixture manufacturing",national_industry
333515,Cutting tool and machine tool accessory manufacturing,national_industry
333517,Machine tool manufacturing,national_industry
333519,Rolling mill and other metalworking machinery manufacturing,national_industry
3336,"Engine, turbine, and power transmission equipment manufacturing",industry_group
33361,"Engine, turbine, and power transmission equipment manufacturing",naics_industry
333611,Turbine and turbine generator set units manufacturing,national_industry
333612,"Speed changer, industrial high-speed drive, and gear manufacturing",national_industry
333613,Mechanical power transmission equipment manufacturing,national_industry
333618,Other engine equipment manufacturing,national_industry
3339,Other general purpose machinery manufacturing,industry_group
33391,Pump and compressor manufacturing,naics_industry
333912,Air and gas compressor manufacturing,national_industry
333914,"Measuring, dispensing, and other pumping equipment manufacturing",national_industry
33392,Material handling equipment manufacturing,naics_industry
333921,Elevator and moving stairway manufacturing,national_industry
333922,Conveyor and conveying equipment manufacturing,national_industry
333923,"Overhead traveling crane, hoist, and monorail system manufacturing",national_industry
333924,"Industrial truck, tractor, trailer, and stacker machinery manufacturing",national_industry
33399,All other general purpose machinery manufacturing,naics_industry
333991,Power-driven handtool manufacturing,national_industry
333992,Welding and soldering equipment manufacturing,national_industry
333993,Packaging machinery manufacturing,national_industry
333994,Industrial process furnace and oven manufacturing,national_industry
333995,Fluid power cylinder and actuator manufacturing,national_industry
333996,Fluid power pump and motor manufacturing,national_industry
333997,Scale and balance manufacturing,national_industry
333999,All other miscellaneous general purpose machinery manufacturing,national_industry
334,Computer and electronic product manufacturing,subsector
3341,Computer and peripheral equipment manufacturing,industry_group
33411,Computer and peripheral equipment manufacturing,naics_industry
334111,Electronic computer manufacturing,national_industry
334112,Computer storage device manufacturing,national_industry
334118,Computer terminal and other computer peripheral equipment manufacturing,national_industry
3342,Communications equipment manufacturing,industry_group
33421,Telephone apparatus manufacturing,naics_industry
334210,Telephone apparatus manufacturing,national_industry
33422,Radio and television broadcasting and wireless communications equipment manufacturing,naics_industry
334220,Radio and television broadcasting and wireless communications equipment manufacturing,national_industry
33429,Other communications equipment manufacturing,naics_industry
334290,Other communications equipment manufacturing,national_industry
3343,Audio and video equipment manufacturing,industry_group
33431,Audio and video equipment manufacturing,naics_industry
334310,Audio and video equipment manufacturing,national_industry
3344,Semiconductor and other electronic component manufacturing,industry_group
33441,Semiconductor and other electronic component manufacturing,naics_industry
334412,Bare printed circuit board manufacturing,national_industry
334413,Semiconductor and related device manufacturing,national_industry
334416,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",national_industry
334417,Electronic connector manufacturing,national_industry
334418,Printed circuit assembly (electronic assembly) manufacturing,national_industry
334419,Other electronic component manufacturing,national_industry
3345,"Navigational, measuring, electromedical, and control instruments manufacturing",industry_group
33451,"Navigational, measuring, electromedical, and control instruments manufacturing",naics_industry
334510,Electromedical and electrotherapeutic apparatus manufacturing,national_industry
334511,"Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing",national_industry
334512,"Automatic environmental control manufacturing for residential, commercial, and appliance use",national_industry
334513,"Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables",national_industry
334514,Totalizing fluid meter and counting device manufacturing,national_industry
334515,Instrument manufacturing for measuring and testing electricity and electrical signals,national_industry
334516,Analytical laboratory instrument manufacturing,national_industry
334517,Irradiation apparatus manufacturing,national_industry
334519,Other measuring and controlling device manufacturing,national_industry
3346,Manufacturing and reproducing magnetic and optical media,industry_group
33461,Manufacturing and reproducing magnetic and optical media,naics_industry
334613,Blank magnetic and optical recording media manufacturing,national_industry
334614,"Software and other prerecorded compact disc, tape, and record reproducing",national_industry
335,"Electrical equipment, appliance, and component manufacturing",subsector
3351,Electric lighting equipment manufacturing,industry_group
33511,Electric lamp bulb and part manufacturing,naics_industry
335110,Electric lamp bulb and part manufacturing,national_industry
33512,Lighting fixture manufacturing,naics_industry
335121,Residential electric lighting fixture manufacturing,national_industry
335122,"Commercial, industrial, and institutional electric lighting fixture manufacturing",national_industry
335129,Other lighting equipment manufacturing,national_industry
3352,Household appliance manufacturing,industry_group
33521,Small electrical appliance manufacturing,naics_industry
335210,Small electrical appliance manufacturing,national_industry
33522,Major household appliance manufacturing,naics_industry
335220,Major household appliance manufacturing,national_industry
3353,Electrical equipment manufacturing,industry_group
33531,Electrical equipment manufacturing,naics_industry
335311,"Power, distribution, and specialty transformer manufacturing",national_industry
335312,Motor and generator manufacturing,national_industry
335313,Switchgear and switchboard apparatus manufacturing,national_industry
335314,Relay and industrial control manufacturing,national_industry
3359,Other electrical equipment and component manufacturing,industry_group
33591,Battery manufacturing,naics_industry
335911,Storage battery manufacturing,national_industry
335912,Primary battery manufacturing,national_industry
33592,Communication and energy wire and cable manufacturing,naics_industry
335921,Fiber optic cable manufacturing,national_industry
335929,Other communication and energy wire manufacturing,national_industry
33593,Wiring device manufacturing,naics_industry
335931,Current-carrying wiring device manufacturing,national_industry
335932,Noncurrent-carrying wiring device manufacturing,national_industry
33599,All other electrical equipment and component manufacturing,naics_industry
335991,Carbon and graphite product manufacturing,national_industry
335999,All other miscellaneous electrical equipment and component manufacturing,national_industry
336,Transportation equipment manufacturing,subsector
3361,Motor vehicle manufacturing,industry_group
33611,Automobile and light duty motor vehicle manufacturing,naics_industry
336111,Automobile manufacturing,national_industry
336112,Light truck and utility vehicle manufacturing,national_industry
33612,Heavy duty truck manufacturing,naics_industry
336120,Heavy duty truck manufacturing,national_industry
3362,Motor vehicle body and trailer manufacturing,industry_group
33621,Motor vehicle body and trailer manufacturing,naics_industry
336211,Motor vehicle body manufacturing,national_industry
336212,Truck trailer manufacturing,national_industry
336213,Motor home manufacturing,national_industry
336214,Travel trailer and camper manufacturing,national_industry
3363,Motor vehicle parts manufacturing,industry_group
33631,Motor vehicle gasoline engine and engine parts manufacturing,naics_industry
336310,Motor vehicle gasoline engine and engine parts manufacturing,national_industry
33632,Motor vehicle electrical and electronic equipment manufacturing,naics_industry
336320,Motor vehicle electrical and electronic equipment manufacturing,national_industry
33633,Motor vehicle steering and suspension components (except spring) manufacturing,naics_industry
336330,Motor vehicle steering and suspension components (except spring) manufacturing,national_industry
33634,Motor vehicle brake system manufacturing,naics_industry
336340,Motor vehicle brake system manufacturing,national_industry
33635,Motor vehicle transmission and power train parts manufacturing,naics_industry
336350,Motor vehicle transmission and power train parts manufacturing,national_industry
33636,Motor vehicle seating and interior trim manufacturing,naics_industry
336360,Motor vehicle seating and interior trim manufacturing,national_industry
33637,Motor vehicle metal stamping,naics_industry
336370,Motor vehicle metal stamping,national_industry
33639,Other motor vehicle parts manufacturing,naics_industry
336390,Other motor vehicle parts manufacturing,national_industry
3364,Aerospace product and parts manufacturing,industry_group
33641,Aerospace product and parts manufacturing,naics_industry
336411,Aircraft manufacturing,national_industry
336412,Aircraft engine and engine parts manufacturing,national_industry
336413,Other aircraft parts and auxiliary equipment manufacturing,national_industry
336414,Guided missile and space vehicle manufacturing,national_industry
336415,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,national_industry
336419,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,national_industry
3365,Railroad rolling stock manufacturing,industry_group
33651,Railroad rolling stock manufacturing,naics_industry
336510,Railroad rolling stock manufacturing,national_industry
3366,Ship and boat building,industry_group
33661,Ship and boat building,naics_industry
336611,Ship building and repairing,national_industry
336612,Boat building,national_industry
3369,Other transportation equipment manufacturing,industry_group
33699,Other transportation equipment manufacturing,naics_industry
336991,"Motorcycle, bicycle, and parts manufacturing",national_industry
336992,"Military armored vehicle, tank, and tank component manufacturing",national_industry
336999,All other transportation equipment manufacturing,national_industry
337,Furniture and related product manufacturing,subsector
3371,Household and institutional furniture and kitchen cabinet manufacturing,industry_group
33711,Wood kitchen cabinet and countertop manufacturing,naics_industry
337110,Wood kitchen cabinet and countertop manufacturing,national_industry
33712,Household and institutional furniture manufacturing,naics_industry
337121,Upholstered household furniture manufacturing,national_industry
337122,Nonupholstered wood household furniture manufacturing,national_industry
337124,Metal household furniture manufacturing,national_industry
337125,Household furniture (except wood and metal) manufacturing,national_industry
337127,Institutional furniture manufacturing,national_industry
3372,Office furniture (including fixtures) manufacturing,industry_group
33721,Office furniture (including fixtures) manufacturing,naics_industry
337211,Wood office furniture manufacturing,national_industry
337212,Custom architectural woodwork and millwork manufacturing,national_industry
337214,Office furniture (except wood) manufacturing,national_industry
337215,"Showcase, partition, shelving, and locker manufacturing",national_industry
3379,Other furniture related product manufacturing,industry_group
33791,Mattress manufacturing,naics_industry
337910,Mattress manufacturing,national_industry
33792,Blind and shade manufacturing,naics_industry
337920,Blind and shade manufacturing,national_industry
339,Miscellaneous manufacturing,subsector
3391,Medical equipment and supplies manufacturing,industry_group
33911,Medical equipment and supplies manufacturing,naics_industry
339112,Surgical and medical instrument manufacturing,national_industry
339113,Surgical appliance and supplies manufacturing,national_industry
339114,Dental equipment and supplies manufacturing,national_industry
339115,Ophthalmic goods manufacturing,national_industry
339116,Dental laboratories,national_industry
3399,Other miscellaneous manufacturing,industry_group
33991,Jewelry and silverware manufacturing,naics_industry
339910,Jewelry and silverware manufacturing,national_industry
33992,Sporting and athletic goods manufacturing,naics_industry
339920,Sporting and athletic goods manufacturing,national_industry
33993,"Doll, toy, and game manufacturing",naics_industry
339930,"Doll, toy, and game manufacturing",national_industry
33994,Office supplies (except paper) manufacturing,naics_industry
339940,Office supplies (except paper) manufacturing,national_industry
33995,Sign manufacturing,naics_industry
339950,Sign manufacturing,national_industry
33999,All other miscellaneous manufacturing,naics_industry
339991,"Gasket, packing, and sealing device manufacturing",national_industry
339992,Musical instrument manufacturing,national_industry
339993,"Fastener, button, needle, and pin manufacturing",national_industry
339994,"Broom, brush, and mop manufacturing",national_industry
339995,Burial casket manufacturing,national_industry
339999,All other miscellaneous manufacturing,national_industry
42,Wholesale trade,sector
423,"Merchant wholesalers, durable goods",subsector
4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,industry_group
42311,Automobile and other motor vehicle merchant wholesalers,naics_industry
423110,Automobile and other motor vehicle merchant wholesalers,national_industry
42312,Motor vehicle supplies and new parts merchant wholesalers,naics_industry
423120,Motor vehicle supplies and new parts merchant wholesalers,national_industry
42313,Tire and tube merchant wholesalers,naics_industry
423130,Tire and tube merchant wholesalers,national_industry
42314,Motor vehicle parts (used) merchant wholesalers,naics_industry
423140,Motor vehicle parts (used) merchant wholesalers,national_industry
4232,Furniture and home furnishing merchant wholesalers,industry_group
42321,Furniture merchant wholesalers,naics_industry
423210,Furniture merchant wholesalers,national_industry
42322,Home furnishing merchant wholesalers,naics_industry
423220,Home furnishing merchant wholesalers,national_industry
4233,Lumber and other construction materials merchant wholesalers,industry_group
42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",naics_industry
423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",national_industry
42332,"Brick, stone, and related construction material merchant wholesalers",naics_industry
423320,"Brick, stone, and related construction material merchant wholesalers",national_industry
42333,"Roofing, siding, and insulation material merchant wholesalers",naics_industry
423330,"Roofing, siding, and insulation material merchant wholesalers",national_industry
42339,Other construction material merchant wholesalers,naics_industry
423390,Other construction material merchant wholesalers,national_industry
4234,Professional and commercial equipment and supplies merchant wholesalers,industry_group
42341,Photographic equipment and supplies merchant wholesalers,naics_industry
423410,Photographic equipment and supplies merchant wholesalers,national_industry
42342,Office equipment merchant wholesalers,naics_industry
423420,Office equipment merchant wholesalers,national_industry
42343,Computer and computer peripheral equipment and software merchant wholesalers,naics_industry
423430,Computer and computer peripheral equipment and software merchant wholesalers,national_industry
42344,Other commercial equipment merchant wholesalers,naics_industry
423440,Other commercial equipment merchant wholesalers,national_industry
42345,"Medical, dental, and hospital equipment and supplies merchant wholesalers",naics_industry
423450,"Medical, dental, and hospital equipment and supplies merchant wholesalers",national_industry
42346,Ophthalmic goods merchant wholesalers,naics_industry
423460,Ophthalmic goods merchant wholesalers,national_industry
42349,Other professional equipment and supplies merchant wholesalers,naics_industry
423490,Other professional equipment and supplies merchant wholesalers,national_industry
4235,Metal and mineral (except petroleum) merchant wholesalers,industry_group
42351,Metal service centers and other metal merchant wholesalers,naics_industry
423510,Metal service centers and other metal merchant wholesalers,national_industry
42352,Coal and other mineral and ore merchant wholesalers,naics_industry
423520,Coal and other mineral and ore merchant wholesalers,national_industry
4236,Household appliances and electrical and electronic goods merchant wholesalers,industry_group
42361,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",naics_industry
423610,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",national_industry
42362,"Household appliances, electric housewares, and consumer electronics merchant wholesalers",naics_industry
423620,"Household appliances, electric housewares, and consumer electronics merchant wholesalers",national_industry
42369,Other electronic parts and equipment merchant wholesalers,naics_industry
423690,Other electronic parts and equipment merchant wholesalers,national_industry
4237,"Hardware, and plumbing and heating equipment and supplies merchant wholesalers",industry_group
42371,Hardware merchant wholesalers,naics_industry
423710,Hardware merchant wholesalers,national_industry
42372,Plumbing and heating equipment and supplies (hydronics) merchant wholesalers,naics_industry
423720,Plumbing and heating equipment and supplies (hydronics) merchant wholesalers,national_industry
42373,Warm air heating and air-conditioning equipment and supplies merchant wholesalers,naics_industry
423730,Warm air heating and air-conditioning equipment and supplies merchant wholesalers,national_industry
42374,Refrigeration equipment and supplies merchant wholesalers,naics_industry
423740,Refrigeration equipment and supplies merchant wholesalers,national_industry
4238,"Machinery, equipment, and supplies merchant wholesalers",industry_group
42381,Construction and mining (except oil well) machinery and equipment merchant wholesalers,naics_industry
423810,Construction and mining (except oil well) machinery and equipment merchant wholesalers,national_industry
42382,Farm and garden machinery and equipment merchant wholesalers,naics_industry
423820,Farm and garden machinery and equipment merchant wholesalers,national_industry
42383,Industrial machinery and equipment merchant wholesalers,naics_industry
423830,Industrial machinery and equipment merchant wholesalers,national_industry
42384,Industrial supplies merchant wholesalers,naics_industry
423840,Industrial supplies merchant wholesalers,national_industry
42385,Service establishment equipment and supplies merchant wholesalers,naics_industry
423850,Service establishment equipment and supplies merchant wholesalers,national_industry
42386,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,naics_industry
423860,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,national_industry
4239,Miscellaneous durable goods merchant wholesalers,industry_group
42391,Sporting and recreational goods and supplies merchant wholesalers,naics_industry
423910,Sporting and recreational goods and supplies merchant wholesalers,national_industry
42392,Toy and hobby goods and supplies merchant wholesalers,naics_industry
423920,Toy and hobby goods and supplies merchant wholesalers,national_industry
42393,Recyclable material merchant wholesalers,naics_industry
423930,Recyclable material merchant wholesalers,national_industry
42394,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",naics_industry
423940,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",national_industry
42399,Other miscellaneous durable goods merchant wholesalers,naics_industry
423990,Other miscellaneous durable goods merchant wholesalers,national_industry
424,"Merchant wholesalers, nondurable goods",subsector
4241,Paper and paper product merchant wholesalers,industry_group
42411,Printing and writing paper merchant wholesalers,naics_industry
424110,Printing and writing paper merchant wholesalers,national_industry
42412,Stationery and office supplies merchant wholesalers,naics_industry
424120,Stationery and office supplies merchant wholesalers,national_industry
42413,Industrial and personal service paper merchant wholesalers,naics_industry
424130,Industrial and personal service paper merchant wholesalers,national_industry
4242,Drugs and druggists' sundries merchant wholesalers,industry_group
42421,Drugs and druggists' sundries merchant wholesalers,naics_industry
424210,Drugs and druggists' sundries merchant wholesalers,national_industry
4243,"Apparel, piece goods, and notions merchant wholesalers",industry_group
42431,"Piece goods, notions, and other dry goods merchant wholesalers",naics_industry
424310,"Piece goods, notions, and other dry goods merchant wholesalers",national_industry
42432,Men's and boys' clothing and furnishings merchant wholesalers,naics_industry
424320,Men's and boys' clothing and furnishings merchant wholesalers,national_industry
42433,"Women's, children's, and infants' clothing and accessories merchant wholesalers",naics_industry
424330,"Women's, children's, and infants' clothing and accessories merchant wholesalers",national_industry
42434,Footwear merchant wholesalers,naics_industry
424340,Footwear merchant wholesalers,national_industry
4244,Grocery and related product merchant wholesalers,industry_group
42441,General line grocery merchant wholesalers,naics_industry
424410,General line grocery merchant wholesalers,national_industry
42442,Packaged frozen food merchant wholesalers,naics_industry
424420,Packaged frozen food merchant wholesalers,national_industry
42443,Dairy product (except dried or canned) merchant wholesalers,naics_industry
424430,Dairy product (except dried or canned) merchant wholesalers,national_industry
42444,Poultry and poultry product merchant wholesalers,naics_industry
424440,Poultry and poultry product merchant wholesalers,national_industry
42445,Confectionery merchant wholesalers,naics_industry
424450,Confectionery merchant wholesalers,national_industry
42446,Fish and seafood merchant wholesalers,naics_industry
424460,Fish and seafood merchant wholesalers,national_industry
42447,Meat and meat product merchant wholesalers,naics_industry
424470,Meat and meat product merchant wholesalers,national_industry
42448,Fresh fruit and vegetable merchant wholesalers,naics_industry
424480,Fresh fruit and vegetable merchant wholesalers,national_industry
42449,Other grocery and related products merchant wholesalers,naics_industry
424490,Other grocery and related products merchant wholesalers,national_industry
4245,Farm product raw material merchant wholesalers,industry_group
42451,Grain and field bean merchant wholesalers,naics_industry
424510,Grain and field bean merchant wholesalers,national_industry
42452,Livestock merchant wholesalers,naics_industry
424520,Livestock merchant wholesalers,national_industry
42459,Other farm product raw material merchant wholesalers,naics_industry
424590,Other farm product raw material merchant wholesalers,national_industry
4246,Chemical and allied products merchant wholesalers,industry_group
42461,Plastics materials and basic forms and shapes merchant wholesalers,naics_industry
424610,Plastics materials and basic forms and shapes merchant wholesalers,national_industry
42469,Other chemical and allied products merchant wholesalers,naics_industry
424690,Other chemical and allied products merchant wholesalers,national_industry
4247,Petroleum and petroleum products merchant wholesalers,industry_group
42471,Petroleum bulk stations and terminals,naics_industry
424710,Petroleum bulk stations and terminals,national_industry
42472,Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals),naics_industry
424720,Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals),national_industry
4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",industry_group
42481,Beer and ale merchant wholesalers,naics_industry
424810,Beer and ale merchant wholesalers,national_industry
42482,Wine and distilled alcoholic beverage merchant wholesalers,naics_industry
424820,Wine and distilled alcoholic beverage merchant wholesalers,national_industry
4249,Miscellaneous nondurable goods merchant wholesalers,industry_group
42491,Farm supplies merchant wholesalers,naics_industry
424910,Farm supplies merchant wholesalers,national_industry
42492,"Book, periodical, and newspaper merchant wholesalers",naics_industry
424920,"Book, periodical, and newspaper merchant wholesalers",national_industry
42493,"Flower, nursery stock, and florists' supplies merchant wholesalers",naics_industry
424930,"Flower, nursery stock, and florists' supplies merchant wholesalers",national_industry
42494,Tobacco and tobacco product merchant wholesalers,naics_industry
424940,Tobacco and tobacco product merchant wholesalers,national_industry
42495,"Paint, varnish, and supplies merchant wholesalers",naics_industry
424950,"Paint, varnish, and supplies merchant wholesalers",national_industry
42499,Other miscellaneous nondurable goods merchant wholesalers,naics_industry
424990,Other miscellaneous nondurable goods merchant wholesalers,national_industry
425,Wholesale electronic markets and agents and brokers,subsector
4251,Wholesale electronic markets and agents and brokers,industry_group
42511,Business to business electronic markets,naics_industry
425110,Business to business electronic markets,national_industry
42512,Wholesale trade agents and brokers,naics_industry
425120,Wholesale trade agents and brokers,national_industry
44-45,Retail trade,naics_industry
441,Motor vehicle and parts dealers,subsector
4411,Automobile dealers,industry_group
44111,New car dealers,naics_industry
441110,New car dealers,national_industry
44112,Used car dealers,naics_industry
441120,Used car dealers,national_industry
4412,Other motor vehicle dealers,industry_group
44121,Recreational vehicle dealers,naics_industry
441210,Recreational vehicle dealers,national_industry
44122,"Motorcycle, boat, and other motor vehicle dealers",naics_industry
441222,Boat dealers,national_industry
441228,"Motorcycle, atv, and all other motor vehicle dealers",national_industry
4413,"Automotive parts, accessories, and tire stores",industry_group
44131,Automotive parts and accessories stores,naics_industry
441310,Automotive parts and accessories stores,national_industry
44132,Tire dealers,naics_industry
441320,Tire dealers,national_industry
442,Furniture and home furnishings stores,subsector
4421,Furniture stores,industry_group
44211,Furniture stores,naics_industry
442110,Furniture stores,national_industry
4422,Home furnishings stores,industry_group
44221,Floor covering stores,naics_industry
442210,Floor covering stores,national_industry
44229,Other home furnishings stores,naics_industry
442291,Window treatment stores,national_industry
442299,All other home furnishings stores,national_industry
443,Electronics and appliance stores,subsector
4431,Electronics and appliance stores,industry_group
44314,Electronics and appliance stores,naics_industry
443141,Household appliance stores,national_industry
443142,Electronics stores,national_industry
444,Building material and garden equipment and supplies dealers,subsector
4441,Building material and supplies dealers,industry_group
44411,Home centers,naics_industry
444110,Home centers,national_industry
44412,Paint and wallpaper stores,naics_industry
444120,Paint and wallpaper stores,national_industry
44413,Hardware stores,naics_industry
444130,Hardware stores,national_industry
44419,Other building material dealers,naics_industry
444190,Other building material dealers,national_industry
4442,Lawn and garden equipment and supplies stores,industry_group
44421,Outdoor power equipment stores,naics_industry
444210,Outdoor power equipment stores,national_industry
44422,"Nursery, garden center, and farm supply stores",naics_industry
444220,"Nursery, garden center, and farm supply stores",national_industry
445,Food and beverage stores,subsector
4451,Grocery stores,industry_group
44511,Supermarkets and other grocery (except convenience) stores,naics_industry
445110,Supermarkets and other grocery (except convenience) stores,national_industry
44512,Convenience stores,naics_industry
445120,Convenience stores,national_industry
4452,Specialty food stores,industry_group
44521,Meat markets,naics_industry
445210,Meat markets,national_industry
44522,Fish and seafood markets,naics_industry
445220,Fish and seafood markets,national_industry
44523,Fruit and vegetable markets,naics_industry
445230,Fruit and vegetable markets,national_industry
44529,Other specialty food stores,naics_industry
445291,Baked goods stores,national_industry
445292,Confectionery and nut stores,national_industry
445299,All other specialty food stores,national_industry
4453,"Beer, wine, and liquor stores",industry_group
44531,"Beer, wine, and liquor stores",naics_industry
445310,"Beer, wine, and liquor stores",national_industry
446,Health and personal care stores,subsector
4461,Health and personal care stores,industry_group
44611,Pharmacies and drug stores,naics_industry
446110,Pharmacies and drug stores,national_industry
44612,"Cosmetics, beauty supplies, and perfume stores",naics_industry
446120,"Cosmetics, beauty supplies, and perfume stores",national_industry
44613,Optical goods stores,naics_industry
446130,Optical goods stores,national_industry
44619,Other health and personal care stores,naics_industry
446191,Food (health) supplement stores,national_industry
446199,All other health and personal care stores,national_industry
447,Gasoline stations,subsector
4471,Gasoline stations,industry_group
44711,Gasoline stations with convenience stores,naics_industry
447110,Gasoline stations with convenience stores,national_industry
44719,Other gasoline stations,naics_industry
447190,Other gasoline stations,national_industry
448,Clothing and clothing accessories stores,subsector
4481,Clothing stores,industry_group
44811,Men's clothing stores,naics_industry
448110,Men's clothing stores,national_industry
44812,Women's clothing stores,naics_industry
448120,Women's clothing stores,national_industry
44813,Children's and infants' clothing stores,naics_industry
448130,Children's and infants' clothing stores,national_industry
44814,Family clothing stores,naics_industry
448140,Family clothing stores,national_industry
44815,Clothing accessories stores,naics_industry
448150,Clothing accessories stores,national_industry
44819,Other clothing stores,naics_industry
448190,Other clothing stores,national_industry
4482,Shoe stores,industry_group
44821,Shoe stores,naics_industry
448210,Shoe stores,national_industry
4483,"Jewelry, luggage, and leather goods stores",industry_group
44831,Jewelry stores,naics_industry
448310,Jewelry stores,national_industry
44832,Luggage and leather goods stores,naics_industry
448320,Luggage and leather goods stores,national_industry
451,"Sporting goods, hobby, musical instrument, and book stores",subsector
4511,"Sporting goods, hobby, and musical instrument stores",industry_group
45111,Sporting goods stores,naics_industry
451110,Sporting goods stores,national_industry
45112,"Hobby, toy, and game stores",naics_industry
451120,"Hobby, toy, and game stores",national_industry
45113,"Sewing, needlework, and piece goods stores",naics_industry
451130,"Sewing, needlework, and piece goods stores",national_industry
45114,Musical instrument and supplies stores,naics_industry
451140,Musical instrument and supplies stores,national_industry
4512,Book stores and news dealers,industry_group
45121,Book stores and news dealers,naics_industry
451211,Book stores,national_industry
451212,News dealers and newsstands,national_industry
452,General merchandise stores,subsector
4522,Department stores,industry_group
45221,Department stores,naics_industry
452210,Department stores,national_industry
4523,"General merchandise stores, including warehouse clubs and supercenters",industry_group
45231,"General merchandise stores, including warehouse clubs and supercenters",naics_industry
452311,Warehouse clubs and supercenters,national_industry
452319,All other general merchandise stores,national_industry
453,Miscellaneous store retailers,subsector
4531,Florists,industry_group
45311,Florists,naics_industry
