sector_code,subsector_code,industry_group_code,naics_industry_code,national_industry_code,sector_desc,subsector_desc,industry_group_desc,naics_industry_desc,national_industry_desc
23,326,3261,32619,326199,Construction,Plastics and rubber products manufacturing,Plastics product manufacturing,Other plastics product manufacturing,All other plastics product manufacturing
23,326,3262,32621,326211,Construction,Plastics and rubber products manufacturing,Rubber product manufacturing,Tire manufacturing,Tire manufacturing (except retreading)
23,326,3262,32621,326212,Construction,Plastics and rubber products manufacturing,Rubber product manufacturing,Tire manufacturing,Tire retreading
23,326,3262,32622,326220,Construction,Plastics and rubber products manufacturing,Rubber product manufacturing,Rubber and plastics hoses and belting manufacturing,Rubber and plastics hoses and belting manufacturing
23,326,3262,32629,326291,Construction,Plastics and rubber products manufacturing,Rubber product manufacturing,Other rubber product manufacturing,Rubber product manufacturing for mechanical use
23,326,3262,32629,326299,Construction,Plastics and rubber products manufacturing,Rubber product manufacturing,Other rubber product manufacturing,All other rubber product manufacturing
23,327,3271,32711,327110,Construction,Nonmetallic mineral product manufacturing,Clay product and refractory manufacturing,"Pottery, ceramics, and plumbing fixture manufacturing","Pottery, ceramics, and plumbing fixture manufacturing"
23,327,3271,32712,327120,Construction,Nonmetallic mineral product manufacturing,Clay product and refractory manufacturing,Clay building material and refractories manufacturing,Clay building material and refractories manufacturing
23,327,3272,32721,327211,Construction,Nonmetallic mineral product manufacturing,Glass and glass product manufacturing,Glass and glass product manufacturing,Flat glass manufacturing
23,327,3272,32721,327212,Construction,Nonmetallic mineral product manufacturing,Glass and glass product manufacturing,Glass and glass product manufacturing,Other pressed and blown glass and glassware manufacturing
23,327,3272,32721,327213,Construction,Nonmetallic mineral product manufacturing,Glass and glass product manufacturing,Glass and glass product manufacturing,Glass container manufacturing
23,327,3272,32721,327215,Construction,Nonmetallic mineral product manufacturing,Glass and glass product manufacturing,Glass and glass product manufacturing,Glass product manufacturing made of purchased glass
23,327,3273,32731,327310,Construction,Nonmetallic mineral product manufacturing,Cement and concrete product manufacturing,Cement manufacturing,Cement manufacturing
23,327,3273,32732,327320,Construction,Nonmetallic mineral product manufacturing,Cement and concrete product manufacturing,Ready-mix concrete manufacturing,Ready-mix concrete manufacturing
23,327,3273,32733,327331,Construction,Nonmetallic mineral product manufacturing,Cement and concrete product manufacturing,"Concrete pipe, brick, and block manufacturing",Concrete block and brick manufacturing
23,327,3273,32733,327332,Construction,Nonmetallic mineral product manufacturing,Cement and concrete product manufacturing,"Concrete pipe, brick, and block manufacturing",Concrete pipe manufacturing
23,327,3273,32739,327390,Construction,Nonmetallic mineral product manufacturing,Cement and concrete product manufacturing,Other concrete product manufacturing,Other concrete product manufacturing
23,327,3274,32741,327410,Construction,Nonmetallic mineral product manufacturing,Lime and gypsum product manufacturing,Lime manufacturing,Lime manufacturing
23,327,3274,32742,327420,Construction,Nonmetallic mineral product manufacturing,Lime and gypsum product manufacturing,Gypsum product manufacturing,Gypsum product manufacturing
23,327,3279,32791,327910,Construction,Nonmetallic mineral product manufacturing,Other nonmetallic mineral product manufacturing,Abrasive product manufacturing,Abrasive product manufacturing
23,327,3279,32799,327991,Construction,Nonmetallic mineral product manufacturing,Other nonmetallic mineral product manufacturing,All other nonmetallic mineral product manufacturing,Cut stone and stone product manufacturing
23,327,3279,32799,327992,Construction,Nonmetallic mineral product manufacturing,Other nonmetallic mineral product manufacturing,All other nonmetallic mineral product manufacturing,Ground or treated mineral and earth manufacturing
23,327,3279,32799,327993,Construction,Nonmetallic mineral product manufacturing,Other nonmetallic mineral product manufacturing,All other nonmetallic mineral product manufacturing,Mineral wool manufacturing
23,327,3279,32799,327999,Construction,Nonmetallic mineral product manufacturing,Other nonmetallic mineral product manufacturing,All other nonmetallic mineral product manufacturing,All other miscellaneous nonmetallic mineral product manufacturing
23,331,3311,33111,331110,Construction,Primary metal manufacturing,Iron and steel mills and ferroalloy manufacturing,Iron and steel mills and ferroalloy manufacturing,Iron and steel mills and ferroalloy manufacturing
23,331,3312,33121,331210,Construction,Primary metal manufacturing,Steel product manufacturing from purchased steel,Iron and steel pipe and tube manufacturing from purchased steel,Iron and steel pipe and tube manufacturing from purchased steel
23,331,3312,33122,331221,Construction,Primary metal manufacturing,Steel product manufacturing from purchased steel,Rolling and drawing of purchased steel,Rolled steel shape manufacturing
23,331,3312,33122,331222,Construction,Primary metal manufacturing,Steel product manufacturing from purchased steel,Rolling and drawing of purchased steel,Steel wire drawing
23,331,3313,33131,331313,Construction,Primary metal manufacturing,Alumina and aluminum production and processing,Alumina and aluminum production and processing,Alumina refining and primary aluminum production
23,331,3313,33131,331314,Construction,Primary metal manufacturing,Alumina and aluminum production and processing,Alumina and aluminum production and processing,Secondary smelting and alloying of aluminum
23,331,3313,33131,331315,Construction,Primary metal manufacturing,Alumina and aluminum production and processing,Alumina and aluminum production and processing,"Aluminum sheet, plate, and foil manufacturing"
23,331,3313,33131,331318,Construction,Primary metal manufacturing,Alumina and aluminum production and processing,Alumina and aluminum production and processing,"Other aluminum rolling, drawing, and extruding"
23,331,3314,33141,331410,Construction,Primary metal manufacturing,Nonferrous metal (except aluminum) production and processing,Nonferrous metal (except aluminum) smelting and refining,Nonferrous metal (except aluminum) smelting and refining
23,331,3314,33142,331420,Construction,Primary metal manufacturing,Nonferrous metal (except aluminum) production and processing,"Copper rolling, drawing, extruding, and alloying","Copper rolling, drawing, extruding, and alloying"
23,331,3314,33149,331491,Construction,Primary metal manufacturing,Nonferrous metal (except aluminum) production and processing,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying","Nonferrous metal (except copper and aluminum) rolling, drawing, and extruding"
23,331,3314,33149,331492,Construction,Primary metal manufacturing,Nonferrous metal (except aluminum) production and processing,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying","Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)"
23,331,3315,33151,331511,Construction,Primary metal manufacturing,Foundries,Ferrous metal foundries,Iron foundries
23,331,3315,33151,331512,Construction,Primary metal manufacturing,Foundries,Ferrous metal foundries,Steel investment foundries
23,331,3315,33151,331513,Construction,Primary metal manufacturing,Foundries,Ferrous metal foundries,Steel foundries (except investment)
23,331,3315,33152,331523,Construction,Primary metal manufacturing,Foundries,Nonferrous metal foundries,Nonferrous metal die-casting foundries
23,331,3315,33152,331524,Construction,Primary metal manufacturing,Foundries,Nonferrous metal foundries,Aluminum foundries (except die-casting)
23,331,3315,33152,331529,Construction,Primary metal manufacturing,Foundries,Nonferrous metal foundries,Other nonferrous metal foundries (except die-casting)
23,332,3321,33211,332111,Construction,Fabricated metal product manufacturing,Forging and stamping,Forging and stamping,Iron and steel forging
23,332,3321,33211,332112,Construction,Fabricated metal product manufacturing,Forging and stamping,Forging and stamping,Nonferrous forging
23,332,3321,33211,332114,Construction,Fabricated metal product manufacturing,Forging and stamping,Forging and stamping,Custom roll forming
23,332,3321,33211,332117,Construction,Fabricated metal product manufacturing,Forging and stamping,Forging and stamping,Powder metallurgy part manufacturing
23,332,3321,33211,332119,Construction,Fabricated metal product manufacturing,Forging and stamping,Forging and stamping,"Metal crown, closure, and other metal stamping (except automotive)"
23,332,3322,33221,332215,Construction,Fabricated metal product manufacturing,Cutlery and handtool manufacturing,Cutlery and handtool manufacturing,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing"
23,332,3322,33221,332216,Construction,Fabricated metal product manufacturing,Cutlery and handtool manufacturing,Cutlery and handtool manufacturing,Saw blade and handtool manufacturing
23,332,3323,33231,332311,Construction,Fabricated metal product manufacturing,Architectural and structural metals manufacturing,Plate work and fabricated structural product manufacturing,Prefabricated metal building and component manufacturing
23,332,3323,33231,332312,Construction,Fabricated metal product manufacturing,Architectural and structural metals manufacturing,Plate work and fabricated structural product manufacturing,Fabricated structural metal manufacturing
23,332,3323,33231,332313,Construction,Fabricated metal product manufacturing,Architectural and structural metals manufacturing,Plate work and fabricated structural product manufacturing,Plate work manufacturing
23,332,3323,33232,332321,Construction,Fabricated metal product manufacturing,Architectural and structural metals manufacturing,Ornamental and architectural metal products manufacturing,Metal window and door manufacturing
23,332,3323,33232,332322,Construction,Fabricated metal product manufacturing,Architectural and structural metals manufacturing,Ornamental and architectural metal products manufacturing,Sheet metal work manufacturing
23,332,3323,33232,332323,Construction,Fabricated metal product manufacturing,Architectural and structural metals manufacturing,Ornamental and architectural metal products manufacturing,Ornamental and architectural metal work manufacturing
23,332,3324,33241,332410,Construction,Fabricated metal product manufacturing,"Boiler, tank, and shipping container manufacturing",Power boiler and heat exchanger manufacturing,Power boiler and heat exchanger manufacturing
23,332,3324,33242,332420,Construction,Fabricated metal product manufacturing,"Boiler, tank, and shipping container manufacturing",Metal tank (heavy gauge) manufacturing,Metal tank (heavy gauge) manufacturing
23,332,3324,33243,332431,Construction,Fabricated metal product manufacturing,"Boiler, tank, and shipping container manufacturing","Metal can, box, and other metal container (light gauge) manufacturing",Metal can manufacturing
23,332,3324,33243,332439,Construction,Fabricated metal product manufacturing,"Boiler, tank, and shipping container manufacturing","Metal can, box, and other metal container (light gauge) manufacturing",Other metal container manufacturing
23,332,3325,33251,332510,Construction,Fabricated metal product manufacturing,Hardware manufacturing,Hardware manufacturing,Hardware manufacturing
23,332,3326,33261,332613,Construction,Fabricated metal product manufacturing,Spring and wire product manufacturing,Spring and wire product manufacturing,Spring manufacturing
23,332,3326,33261,332618,Construction,Fabricated metal product manufacturing,Spring and wire product manufacturing,Spring and wire product manufacturing,Other fabricated wire product manufacturing
23,332,3327,33271,332710,Construction,Fabricated metal product manufacturing,"Machine shops; turned product; and screw, nut, and bolt manufacturing",Machine shops,Machine shops
23,332,3327,33272,332721,Construction,Fabricated metal product manufacturing,"Machine shops; turned product; and screw, nut, and bolt manufacturing","Turned product and screw, nut, and bolt manufacturing",Precision turned product manufacturing
23,332,3327,33272,332722,Construction,Fabricated metal product manufacturing,"Machine shops; turned product; and screw, nut, and bolt manufacturing","Turned product and screw, nut, and bolt manufacturing","Bolt, nut, screw, rivet, and washer manufacturing"
23,332,3328,33281,332811,Construction,Fabricated metal product manufacturing,"Coating, engraving, heat treating, and allied activities","Coating, engraving, heat treating, and allied activities",Metal heat treating
23,332,3328,33281,332812,Construction,Fabricated metal product manufacturing,"Coating, engraving, heat treating, and allied activities","Coating, engraving, heat treating, and allied activities","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers"
23,332,3328,33281,332813,Construction,Fabricated metal product manufacturing,"Coating, engraving, heat treating, and allied activities","Coating, engraving, heat treating, and allied activities","Electroplating, plating, polishing, anodizing, and coloring"
23,332,3329,33291,332911,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,Metal valve manufacturing,Industrial valve manufacturing
23,332,3329,33291,332912,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,Metal valve manufacturing,Fluid power valve and hose fitting manufacturing
23,332,3329,33291,332913,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,Metal valve manufacturing,Plumbing fixture fitting and trim manufacturing
23,332,3329,33291,332919,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,Metal valve manufacturing,Other metal valve and pipe fitting manufacturing
23,332,3329,33299,332991,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,All other fabricated metal product manufacturing,Ball and roller bearing manufacturing
23,332,3329,33299,332992,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,All other fabricated metal product manufacturing,Small arms ammunition manufacturing
23,332,3329,33299,332993,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,All other fabricated metal product manufacturing,Ammunition (except small arms) manufacturing
23,332,3329,33299,332994,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,All other fabricated metal product manufacturing,"Small arms, ordnance, and ordnance accessories manufacturing"
23,332,3329,33299,332996,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,All other fabricated metal product manufacturing,Fabricated pipe and pipe fitting manufacturing
23,332,3329,33299,332999,Construction,Fabricated metal product manufacturing,Other fabricated metal product manufacturing,All other fabricated metal product manufacturing,All other miscellaneous fabricated metal product manufacturing
23,333,3331,33311,333111,Construction,Machinery manufacturing,"Agriculture, construction, and mining machinery manufacturing",Agricultural implement manufacturing,Farm machinery and equipment manufacturing
23,333,3331,33311,333112,Construction,Machinery manufacturing,"Agriculture, construction, and mining machinery manufacturing",Agricultural implement manufacturing,Lawn and garden tractor and home lawn and garden equipment manufacturing
23,333,3331,33312,333120,Construction,Machinery manufacturing,"Agriculture, construction, and mining machinery manufacturing",Construction machinery manufacturing,Construction machinery manufacturing
23,333,3331,33313,333131,Construction,Machinery manufacturing,"Agriculture, construction, and mining machinery manufacturing",Mining and oil and gas field machinery manufacturing,Mining machinery and equipment manufacturing
23,333,3331,33313,333132,Construction,Machinery manufacturing,"Agriculture, construction, and mining machinery manufacturing",Mining and oil and gas field machinery manufacturing,Oil and gas field machinery and equipment manufacturing
23,333,3332,33324,333241,Construction,Machinery manufacturing,Industrial machinery manufacturing,Industrial machinery manufacturing,Food product machinery manufacturing
23,333,3332,33324,333242,Construction,Machinery manufacturing,Industrial machinery manufacturing,Industrial machinery manufacturing,Semiconductor machinery manufacturing
23,333,3332,33324,333243,Construction,Machinery manufacturing,Industrial machinery manufacturing,Industrial machinery manufacturing,"Sawmill, woodworking, and paper machinery manufacturing"
23,333,3332,33324,333244,Construction,Machinery manufacturing,Industrial machinery manufacturing,Industrial machinery manufacturing,Printing machinery and equipment manufacturing
23,333,3332,33324,333249,Construction,Machinery manufacturing,Industrial machinery manufacturing,Industrial machinery manufacturing,Other industrial machinery manufacturing
23,333,3333,33331,333314,Construction,Machinery manufacturing,Commercial and service industry machinery manufacturing,Commercial and service industry machinery manufacturing,Optical instrument and lens manufacturing
23,333,3333,33331,333316,Construction,Machinery manufacturing,Commercial and service industry machinery manufacturing,Commercial and service industry machinery manufacturing,Photographic and photocopying equipment manufacturing
23,333,3333,33331,333318,Construction,Machinery manufacturing,Commercial and service industry machinery manufacturing,Commercial and service industry machinery manufacturing,Other commercial and service industry machinery manufacturing
23,333,3334,33341,333413,Construction,Machinery manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing","Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",Industrial and commercial fan and blower and air purification equipment manufacturing
23,333,3334,33341,333414,Construction,Machinery manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing","Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",Heating equipment (except warm air furnaces) manufacturing
23,333,3334,33341,333415,Construction,Machinery manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing","Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing
23,333,3335,33351,333511,Construction,Machinery manufacturing,Metalworking machinery manufacturing,Metalworking machinery manufacturing,Industrial mold manufacturing
23,333,3335,33351,333514,Construction,Machinery manufacturing,Metalworking machinery manufacturing,Metalworking machinery manufacturing,"Special die and tool, die set, jig, and fixture manufacturing"
23,333,3335,33351,333515,Construction,Machinery manufacturing,Metalworking machinery manufacturing,Metalworking machinery manufacturing,Cutting tool and machine tool accessory manufacturing
23,333,3335,33351,333517,Construction,Machinery manufacturing,Metalworking machinery manufacturing,Metalworking machinery manufacturing,Machine tool manufacturing
23,333,3335,33351,333519,Construction,Machinery manufacturing,Metalworking machinery manufacturing,Metalworking machinery manufacturing,Rolling mill and other metalworking machinery manufacturing
23,333,3336,33361,333611,Construction,Machinery manufacturing,"Engine, turbine, and power transmission equipment manufacturing","Engine, turbine, and power transmission equipment manufacturing",Turbine and turbine generator set units manufacturing
23,333,3336,33361,333612,Construction,Machinery manufacturing,"Engine, turbine, and power transmission equipment manufacturing","Engine, turbine, and power transmission equipment manufacturing","Speed changer, industrial high-speed drive, and gear manufacturing"
23,333,3336,33361,333613,Construction,Machinery manufacturing,"Engine, turbine, and power transmission equipment manufacturing","Engine, turbine, and power transmission equipment manufacturing",Mechanical power transmission equipment manufacturing
23,333,3336,33361,333618,Construction,Machinery manufacturing,"Engine, turbine, and power transmission equipment manufacturing","Engine, turbine, and power transmission equipment manufacturing",Other engine equipment manufacturing
23,333,3339,33391,333912,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,Pump and compressor manufacturing,Air and gas compressor manufacturing
23,333,3339,33391,333914,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,Pump and compressor manufacturing,"Measuring, dispensing, and other pumping equipment manufacturing"
23,333,3339,33392,333921,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,Material handling equipment manufacturing,Elevator and moving stairway manufacturing
23,333,3339,33392,333922,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,Material handling equipment manufacturing,Conveyor and conveying equipment manufacturing
23,333,3339,33392,333923,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,Material handling equipment manufacturing,"Overhead traveling crane, hoist, and monorail system manufacturing"
23,333,3339,33392,333924,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,Material handling equipment manufacturing,"Industrial truck, tractor, trailer, and stacker machinery manufacturing"
23,333,3339,33399,333991,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Power-driven handtool manufacturing
23,333,3339,33399,333992,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Welding and soldering equipment manufacturing
23,333,3339,33399,333993,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Packaging machinery manufacturing
23,333,3339,33399,333994,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Industrial process furnace and oven manufacturing
23,333,3339,33399,333995,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Fluid power cylinder and actuator manufacturing
23,333,3339,33399,333996,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Fluid power pump and motor manufacturing
23,333,3339,33399,333997,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,Scale and balance manufacturing
23,333,3339,33399,333999,Construction,Machinery manufacturing,Other general purpose machinery manufacturing,All other general purpose machinery manufacturing,All other miscellaneous general purpose machinery manufacturing
23,334,3341,33411,334111,Construction,Computer and electronic product manufacturing,Computer and peripheral equipment manufacturing,Computer and peripheral equipment manufacturing,Electronic computer manufacturing
23,334,3341,33411,334112,Construction,Computer and electronic product manufacturing,Computer and peripheral equipment manufacturing,Computer and peripheral equipment manufacturing,Computer storage device manufacturing
23,334,3341,33411,334118,Construction,Computer and electronic product manufacturing,Computer and peripheral equipment manufacturing,Computer and peripheral equipment manufacturing,Computer terminal and other computer peripheral equipment manufacturing
23,334,3342,33421,334210,Construction,Computer and electronic product manufacturing,Communications equipment manufacturing,Telephone apparatus manufacturing,Telephone apparatus manufacturing
23,334,3342,33422,334220,Construction,Computer and electronic product manufacturing,Communications equipment manufacturing,Radio and television broadcasting and wireless communications equipment manufacturing,Radio and television broadcasting and wireless communications equipment manufacturing
23,334,3342,33429,334290,Construction,Computer and electronic product manufacturing,Communications equipment manufacturing,Other communications equipment manufacturing,Other communications equipment manufacturing
23,334,3343,33431,334310,Construction,Computer and electronic product manufacturing,Audio and video equipment manufacturing,Audio and video equipment manufacturing,Audio and video equipment manufacturing
23,334,3344,33441,334412,Construction,Computer and electronic product manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and other electronic component manufacturing,Bare printed circuit board manufacturing
23,334,3344,33441,334413,Construction,Computer and electronic product manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and related device manufacturing
23,334,3344,33441,334416,Construction,Computer and electronic product manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and other electronic component manufacturing,"Capacitor, resistor, coil, transformer, and other inductor manufacturing"
23,334,3344,33441,334417,Construction,Computer and electronic product manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and other electronic component manufacturing,Electronic connector manufacturing
23,334,3344,33441,334418,Construction,Computer and electronic product manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and other electronic component manufacturing,Printed circuit assembly (electronic assembly) manufacturing
23,334,3344,33441,334419,Construction,Computer and electronic product manufacturing,Semiconductor and other electronic component manufacturing,Semiconductor and other electronic component manufacturing,Other electronic component manufacturing
23,334,3345,33451,334510,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing",Electromedical and electrotherapeutic apparatus manufacturing
23,334,3345,33451,334511,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing"
23,334,3345,33451,334512,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing","Automatic environmental control manufacturing for residential, commercial, and appliance use"
23,334,3345,33451,334513,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables"
23,334,3345,33451,334514,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing",Totalizing fluid meter and counting device manufacturing
23,334,3345,33451,334515,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing",Instrument manufacturing for measuring and testing electricity and electrical signals
23,334,3345,33451,334516,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing",Analytical laboratory instrument manufacturing
23,334,3345,33451,334517,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing",Irradiation apparatus manufacturing
23,334,3345,33451,334519,Construction,Computer and electronic product manufacturing,"Navigational, measuring, electromedical, and control instruments manufacturing","Navigational, measuring, electromedical, and control instruments manufacturing",Other measuring and controlling device manufacturing
23,334,3346,33461,334613,Construction,Computer and electronic product manufacturing,Manufacturing and reproducing magnetic and optical media,Manufacturing and reproducing magnetic and optical media,Blank magnetic and optical recording media manufacturing
23,334,3346,33461,334614,Construction,Computer and electronic product manufacturing,Manufacturing and reproducing magnetic and optical media,Manufacturing and reproducing magnetic and optical media,"Software and other prerecorded compact disc, tape, and record reproducing"
23,335,3351,33511,335110,Construction,"Electrical equipment, appliance, and component manufacturing",Electric lighting equipment manufacturing,Electric lamp bulb and part manufacturing,Electric lamp bulb and part manufacturing
23,335,3351,33512,335121,Construction,"Electrical equipment, appliance, and component manufacturing",Electric lighting equipment manufacturing,Lighting fixture manufacturing,Residential electric lighting fixture manufacturing
23,335,3351,33512,335122,Construction,"Electrical equipment, appliance, and component manufacturing",Electric lighting equipment manufacturing,Lighting fixture manufacturing,"Commercial, industrial, and institutional electric lighting fixture manufacturing"
23,335,3351,33512,335129,Construction,"Electrical equipment, appliance, and component manufacturing",Electric lighting equipment manufacturing,Lighting fixture manufacturing,Other lighting equipment manufacturing
23,335,3352,33521,335210,Construction,"Electrical equipment, appliance, and component manufacturing",Household appliance manufacturing,Small electrical appliance manufacturing,Small electrical appliance manufacturing
23,335,3352,33522,335220,Construction,"Electrical equipment, appliance, and component manufacturing",Household appliance manufacturing,Major household appliance manufacturing,Major household appliance manufacturing
23,335,3353,33531,335311,Construction,"Electrical equipment, appliance, and component manufacturing",Electrical equipment manufacturing,Electrical equipment manufacturing,"Power, distribution, and specialty transformer manufacturing"
23,335,3353,33531,335312,Construction,"Electrical equipment, appliance, and component manufacturing",Electrical equipment manufacturing,Electrical equipment manufacturing,Motor and generator manufacturing
23,335,3353,33531,335313,Construction,"Electrical equipment, appliance, and component manufacturing",Electrical equipment manufacturing,Electrical equipment manufacturing,Switchgear and switchboard apparatus manufacturing
23,335,3353,33531,335314,Construction,"Electrical equipment, appliance, and component manufacturing",Electrical equipment manufacturing,Electrical equipment manufacturing,Relay and industrial control manufacturing
23,335,3359,33591,335911,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,Battery manufacturing,Storage battery manufacturing
23,335,3359,33591,335912,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,Battery manufacturing,Primary battery manufacturing
23,335,3359,33592,335921,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,Communication and energy wire and cable manufacturing,Fiber optic cable manufacturing
23,335,3359,33592,335929,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,Communication and energy wire and cable manufacturing,Other communication and energy wire manufacturing
23,335,3359,33593,335931,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,Wiring device manufacturing,Current-carrying wiring device manufacturing
23,335,3359,33593,335932,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,Wiring device manufacturing,Noncurrent-carrying wiring device manufacturing
23,335,3359,33599,335991,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,All other electrical equipment and component manufacturing,Carbon and graphite product manufacturing
23,335,3359,33599,335999,Construction,"Electrical equipment, appliance, and component manufacturing",Other electrical equipment and component manufacturing,All other electrical equipment and component manufacturing,All other miscellaneous electrical equipment and component manufacturing
23,336,3361,33611,336111,Construction,Transportation equipment manufacturing,Motor vehicle manufacturing,Automobile and light duty motor vehicle manufacturing,Automobile manufacturing
23,336,3361,33611,336112,Construction,Transportation equipment manufacturing,Motor vehicle manufacturing,Automobile and light duty motor vehicle manufacturing,Light truck and utility vehicle manufacturing
23,336,3361,33612,336120,Construction,Transportation equipment manufacturing,Motor vehicle manufacturing,Heavy duty truck manufacturing,Heavy duty truck manufacturing
23,336,3362,33621,336211,Construction,Transportation equipment manufacturing,Motor vehicle body and trailer manufacturing,Motor vehicle body and trailer manufacturing,Motor vehicle body manufacturing
23,336,3362,33621,336212,Construction,Transportation equipment manufacturing,Motor vehicle body and trailer manufacturing,Motor vehicle body and trailer manufacturing,Truck trailer manufacturing
23,336,3362,33621,336213,Construction,Transportation equipment manufacturing,Motor vehicle body and trailer manufacturing,Motor vehicle body and trailer manufacturing,Motor home manufacturing
23,336,3362,33621,336214,Construction,Transportation equipment manufacturing,Motor vehicle body and trailer manufacturing,Motor vehicle body and trailer manufacturing,Travel trailer and camper manufacturing
23,336,3363,33631,336310,Construction,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle gasoline engine and engine parts manufacturing,Motor vehicle gasoline engine and engine parts manufacturing
23,336,3363,33632,336320,Construction,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle electrical and electronic equipment manufacturing,Motor vehicle electrical and electronic equipment manufacturing
23,336,3363,33633,336330,Construction,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle steering and suspension components (except spring) manufacturing,Motor vehicle steering and suspension components (except spring) manufacturing
23,336,3363,33634,336340,Construction,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle brake system manufacturing,Motor vehicle brake system manufacturing
23,336,3363,33635,336350,Construction,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle transmission and power train parts manufacturing,Motor vehicle transmission and power train parts manufacturing
23,336,3363,33636,336360,Construction,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle seating and interior trim manufacturing,Motor vehicle seating and interior trim manufacturing
